"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit"
"AGO","Angola",2005,"map_full",20.1035553415068,"MAP","estimated",96551.420798192,21635.4282798953,74915.9925182967,0.224081925475926,17036.3618753842,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2005,"map_full",32.7108667147613,"MAP","estimated",39965.5290915808,10823.5814595416,29141.9476320391,0.27082292429407,9544.83585622456,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2005,"map_full",56.789331963267,"MAP","estimated",35764.568969811,10835.0104286629,24929.5585411481,0.302953753973906,7882.71211201263,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2005,"map_full",53.1839944402602,"MAP","estimated",88292.8538201055,28655.5929056779,59637.2609144276,0.324551667160549,24966.6794975544,1,FALSE,TRUE,FALSE
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,1.95103457751189,2384.60711218506,0.00081750975988518,1.01106893548783,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2005,"map_full",57.137610295232,"MAP","estimated",27492.8570841914,7952.37270355738,19540.484380634,0.289252320310138,3752.68743335549,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2005,"map_full",62.0559536355424,"MAP","estimated",80769.9833548921,22309.4053084997,58460.5780463924,0.276209111130744,18927.1407480006,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2005,"map_full",48.6084683420969,"MAP","estimated",89440.1172170792,27824.0125603139,61616.1046567653,0.311090967074456,20518.3763959582,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2005,"map_full",64.5181086884157,"MAP","estimated",291364.155661708,90632.651693993,200731.503967715,0.311063148753353,90901.2946546033,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2005,"map_full",32.8294542135053,"MAP","estimated",10371.3261694714,2670.60330497424,7700.72286449718,0.25749872883521,1798.4947973644,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2005,"map_full",1.49344288730066,"MAP","estimated",1294.11415854412,21.0187732809109,1273.09538526321,0.0162418231360338,6.01667570728837,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"map_full",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,TRUE,FALSE
"DJI","Djibouti",2005,"map_full",0.180218583070353,"MAP","estimated",1827.74449858499,3.08648270533302,1824.65801587965,0.00168868389850033,3.15105029062501,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"map_full",0.264051516629705,"MAP","estimated",12881.6351925552,59.3698422101003,12822.2653503451,0.00460887467488696,20.5491549999896,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"map_full",10.282958677834,"MAP","estimated",324374.02190096,36049.1703265488,288324.851574411,0.111134578889167,31593.2561718979,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"map_full",13.5729851145187,"MAP","estimated",2434.17926397405,343.62390691691,2090.55535705714,0.141166228799397,247.587005011858,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"map_full",33.4717058296969,"MAP","estimated",57379.9146584327,14187.045921859,43192.8687365736,0.247247595370449,14365.2438310093,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"map_full",42.9604000479577,"MAP","estimated",47244.174690902,13914.4727168632,33329.7019740389,0.294522505851769,9581.37694548418,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"map_full",6.80021050223797,"MAP","estimated",5244.84227075379,423.398812756106,4821.44345799768,0.0807267008041511,309.032888877776,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"map_full",5.47134440577292,"MAP","estimated",7767.24982587559,563.827650065882,7203.42217580971,0.072590384332375,322.64768526346,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"map_full",33.9046533846217,"MAP","estimated",2828.61147410932,695.637518186376,2132.97395592295,0.24592897418173,795.294411262496,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"map_full",12.1603957572431,"MAP","estimated",82551.3260242614,10900.9763647499,71650.3496595116,0.132050893544049,5380.61737522306,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"map_full",42.3245620053839,"MAP","estimated",18341.6145030929,5037.85146101445,13303.7630420785,0.2746678303682,4318.96062855385,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"map_full",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"map_full",16.612555436176,"MAP","estimated",62155.6370120644,11154.2144739165,51001.4225381478,0.179456200758614,5743.20514220464,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"map_full",38.5111391906618,"MAP","estimated",87830.0017542328,25916.4212284716,61913.5805257612,0.295074811691241,19914.3514175643,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"map_full",44.2928156950409,"MAP","estimated",99135.6037445077,27222.3856286192,71913.2181158885,0.274597466504332,12272.1178087967,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"map_full",4.08661106779518,"MAP","estimated",7861.39012005786,336.444951375439,7524.94516868242,0.0427971320895296,254.427955607677,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"map_full",32.2108258478265,"MAP","estimated",61511.0868799983,16755.4192479584,44755.66763204,0.272396735252726,8465.6610118672,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"map_full",4.5353951282014,"MAP","estimated",3618.47879220969,194.407250054541,3424.07154215515,0.0537262372445251,68.1857539029271,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"map_full",26.7916282649868,"MAP","estimated",124960.908948674,37762.7187841743,87198.1901644997,0.302196255628109,19061.3616023064,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"map_full",44.911076588637,"MAP","estimated",913193.381854743,284682.49474985,628510.887104894,0.311743931139366,141101.592555906,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"map_full",4.897431879853,"MAP","estimated",38267.9806795348,2703.7999915094,35564.1806880254,0.0706543680512349,2841.50458808531,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"map_full",5.44994687087531,"MAP","estimated",38522.3642175266,2808.38148494797,35713.9827325787,0.072902625318885,4355.85191330994,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"map_full",40.7926668056115,"MAP","estimated",37841.2524673903,10961.6056092744,26879.6468581159,0.289673435590446,6759.19690523862,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"map_full",9.00565355096317,"MAP","estimated",91196.3495631419,11753.4896651033,79442.8598980386,0.128881141859363,2834.75713714953,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"map_full",35.4180105817913,"MAP","estimated",37611.7230423069,10005.7333090254,27605.9897332815,0.266026985729173,4727.21749013014,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"map_full",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,TRUE,FALSE
